contentid,contenttypeid,agelimit,bookingplace,discountinfofestival,eventenddate,eventhomepage,eventplace,eventstartdate,festivalgrade,festivaltype,placeinfo,playtime,program,progresstype,spendtimefestival,sponsor1,sponsor1tel,sponsor2,sponsor2tel,subevent,usetimefestival
421977,15,,,,20251019,,,20251017,,선택안함,,11:00~20:00,,선택안함,,고성군,"033-681-0121,0122","고성문화재단, 고성명태축제위원회",,,무료
